endTime,artistName,trackName,msPlayed
2019-08-07 09:15:00,Ditty,Deathcab,218083
2019-08-07 09:15:00,Ankur Tewari,Wagairah Wagairah,26808
2019-08-07 09:16:00,Amit Trivedi,Naina Da Kya Kasoor,3854
2019-08-07 10:59:00,Lifafa,Candy,234672
2019-08-07 11:02:00,The Yellow Diary,Tere Jeya Hor Disda,190122
2019-08-07 11:06:00,Prateek Kuhad,Raat Raazi,223606
2019-08-07 11:10:00,The Local Train,Choo Lo,233630
2019-08-07 11:13:00,The F16s,WKND FRNDS,210246
2019-08-07 11:17:00,Parvaaz,Ghaib,234000
2019-08-07 11:30:00,Lifafa,Chaku Chidiya,194121
2019-08-07 11:53:00,Lifafa,Chaku Chidiya,72463
2019-08-07 11:56:00,Taba Chake,Aao Chalein,185305
2019-08-07 12:01:00,Peter Cat Recording Co.,Where the Money Flows,313266
2019-08-07 12:01:00,Ritviz,Udd Gaye - Bacardi House Party Sessions,8453
2019-08-07 12:04:00,Easy Wanderlings,Enjoy It While It Lasts,180640
2019-08-07 12:09:00,Prabh Deep,Maya,274424
2019-08-07 12:12:00,Lifafa,Mere Saath,187428
2019-08-07 12:18:00,Parvaaz,Beparwah,342500
2019-08-07 12:18:00,When Chai Met Toast,Run Closer,20728
2019-08-07 12:22:00,The Yellow Diary,Buniyaad,256000
2019-08-07 12:25:00,Tajdar Junaid,Dastaan,207363
2019-08-07 12:31:00,Peter Cat Recording Co.,Portrait of a Time,352320
2019-08-07 12:35:00,Lifafa,Nikamma,211787
2019-08-07 12:41:00,Parvaaz,Color White,400000
2019-08-07 12:45:00,chrms,Mind,244375
2019-08-07 12:53:00,Blackstratblues,North Star,485518
2019-08-07 12:56:00,Prateek Kuhad,did you/fall apart,172298
2019-08-07 13:00:00,Tajdar Junaid,Though I Know,250124
2019-08-07 13:04:00,Lifafa,Din Raat,265365
2019-08-07 13:08:00,Ankur Tewari,Teri Yaad,193018
2019-08-07 13:28:00,Peter Cat Recording Co.,Happiness,116507
2019-08-07 14:40:00,Peter Cat Recording Co.,Happiness,67040
2019-08-07 15:57:00,Peter Cat Recording Co.,Happiness,40945
2019-08-07 16:01:00,Lifafa,Chaku Chidiya,266520
2019-08-07 16:10:00,Taba Chake,My Other Side,219000
2019-08-07 16:14:00,Jasleen Royal,Kho Gaye Hum Kahan,213055
2019-08-07 16:17:00,Tajdar Junaid,What Colour Is Your Raindrop,186019
2019-08-07 16:20:00,Seedhe Maut,Dehshat,176112
2019-08-07 16:23:00,Lifafa,MJRH,211612
2019-08-07 16:29:00,Peter Cat Recording Co.,Love Demons,342253
2019-08-07 16:50:00,Dhruv Visvanath,Standing Still,75399
2019-08-07 16:50:00,The Local Train,Aaftaab,1120
2019-08-07 16:54:00,Dhruv Visvanath,Standing Still,247000
2019-08-07 16:58:00,The Local Train,Aaftaab,233471
2019-08-07 17:01:00,Seedhe Maut,Shaktimaan,185777
2019-08-07 17:05:00,Peter Cat Recording Co.,I'm This,278986
2019-08-07 17:13:00,Parvaaz,Ab Ki Yeh Subah,446000
2019-08-07 17:17:00,Lifafa,Ek Nagma,261463
2019-08-07 17:21:00,Prateek Kuhad,Be at Ease,236471
2019-08-07 17:24:00,Ankur Tewari,Jeene Mein Aye Maza,199344
2019-08-07 17:27:00,The F16s,My Baby's Beak,193706
2019-08-07 17:29:00,Parekh & Singh,Hello,144706
2019-08-07 17:35:00,Amit Trivedi,Aazaadiyan (Pairon Ki Bediyan),337902
2019-08-07 17:39:00,Lifafa,Jaago,260500
2019-08-07 17:50:00,Dualist Inquiry,Delirium,49179
2019-08-07 19:03:00,Dualist Inquiry,Delirium,204139
2019-08-07 19:07:00,Lucky Ali,Safarnama,251402
2019-08-07 19:11:00,The Yellow Diary,Marz,222579
2019-08-07 19:14:00,Amit Trivedi,Naina Da Kya Kasoor,210951
2019-08-07 19:18:00,Shamoon Ismail,Taare,235625
2019-08-07 19:22:00,Lifafa,Candy,234856
2019-08-07 19:25:00,Prateek Kuhad,Tune Kaha,216885
2019-08-07 20:17:00,Ali Sethi,"Bekaraan - From ""Superstar""",688
2019-08-07 20:17:00,Ankur Tewari,Dil Haare,265512
2019-08-08 02:41:00,Ali Sethi,"Bekaraan - From ""Superstar""",253647
2019-08-08 02:44:00,Ritviz,Udd Gaye - Bacardi House Party Sessions,180413
2019-08-08 02:47:00,The F16s,Boudoir,197802
2019-08-08 02:51:00,Prateek Kuhad,Fire,228370
2019-08-08 02:54:00,Lifafa,Mere Saath,187428
2019-08-08 03:01:00,Peter Cat Recording Co.,Shit I'm Dreaming,382493
2019-08-08 04:24:00,Ankur Tewari,"Dil Beparvah - The Dewarists, Season 5",64690
2019-08-08 07:46:00,Ankur Tewari,"Dil Beparvah - The Dewarists, Season 5",796
2019-08-08 07:50:00,Dhruv Visvanath,Wild,220064
2019-08-08 07:53:00,Easy Wanderlings,Enjoy It While It Lasts,180640
2019-08-08 07:58:00,aswekeepsearching,Sleep Awake,269937
2019-08-08 08:02:00,Lifafa,Ek Nagma,261463
2019-08-08 08:06:00,Prabh Deep,Maya,274424
2019-08-08 08:11:00,Amit Trivedi,Sham,284626
2019-08-08 08:14:00,The F16s,My Baby's Beak,193706
2019-08-08 08:15:00,Prateek Kuhad,Holding On,56544
2019-08-08 19:44:00,Ludwig van Beethoven,"Symphony No.9 in D minor, Op.125 - ""Choral"" - 4.: ""O Freunde nicht diese Töne"" -",5480
2019-08-08 20:48:00,Ludwig van Beethoven,"Symphony No.9 in D minor, Op.125 - ""Choral"" - 4.: ""O Freunde nicht diese Töne"" -",37368
2019-08-08 20:50:00,The Violin Sisters,Ode To Joy,138923
2019-08-08 20:55:00,William Joseph,Cinema Paradiso,297600
2019-08-08 20:59:00,Audrey Assad,I Shall Not Want,222508
2019-08-08 21:02:00,David Huntsinger,So This Is Love (The Cinderella Waltz),184000
2019-08-08 21:06:00,Brooklyn Duo,La la Land,227987
2019-08-08 21:18:00,F & G,Con te partirò - Piano Solo,285701
2019-08-08 21:32:00,Brian Crain,Ballet of the Little Cafe,23194
2019-08-08 21:32:00,David Sides,Viva la Vida,244020
2019-08-08 21:34:00,Rick Garcia,Welcome Amigo,66253
2019-08-08 21:40:00,Score,Certain Demise,23986
2019-08-08 21:40:00,Score,Rango Suite,357826
2019-08-08 21:41:00,Score / Lard,Medley - It's A Metaphore / Forkboy,43106
2019-08-08 21:42:00,Score,Welcome To Dirt,58533
2019-08-08 21:43:00,Score,Name's Rango,91720
2019-08-08 21:45:00,Score,Stuck In Guacamole,21173
2019-08-08 21:45:00,"Jose Hernandez, Anthony Zuniga & Robert Lopez",Lizard For Lunch,86138
2019-08-08 21:48:00,Score,Underground,198400
2019-08-08 21:49:00,Score,"We Ride, Really!",50706
2019-08-08 21:50:00,Score,Rango And Beans,64720
2019-08-08 21:55:00,Rick Garcia,The Bank's Been Robbed,22306
2019-08-08 21:55:00,Herbert von Karajan,"Medley - Bats / Rango Theme / Ride Of The Valkyries / An Der Schonen Blauen Donau, OP.314",268165
2019-08-08 21:56:00,Score,Rango Returns,76453
2019-08-08 21:57:00,Rick Garcia & George Del Hoyo,La Muerte A Llegado,44893
2019-08-08 21:59:00,Score,It's A Miracle,117920
2019-08-08 22:00:00,Los Lobos,El Canelo,44413
2019-08-08 22:01:00,Score,The Sunset Shot,53733
2019-08-08 23:55:00,Los Lobos Featuring Arturo Sandoval,Walk Don't Rango,90469
2019-08-09 03:20:00,Los Lobos Featuring Arturo Sandoval,Walk Don't Rango,77864
2019-08-09 03:23:00,Los Lobos,Rango Theme Song,209586
2019-08-09 03:24:00,Michael Giacchino,We're In the Club Now,43493
2019-08-09 03:27:00,Marty Robbins,Smokin' Cigarettes And Drinkin' Coffee Blues,161200
2019-08-09 03:29:00,Theodore Shapiro,Time & Life,134440
2019-08-09 03:32:00,Ludwig van Beethoven,"Piano Concerto No.5 in E flat major Op.73 -""Emperor"": 2. Adagio un poco mosso",176293
2019-08-09 04:55:00,The Lumineers,It Wasn't Easy To Be Happy For You,214066
2019-08-09 04:58:00,The Lumineers,Nightshade,180880
2019-08-09 05:01:00,Bon Iver,U (Man Like),145720
2019-08-09 05:02:00,WALK THE MOON,Eat Your Heart Out,104503
2019-08-09 18:12:00,Bicep,Glue,269149
2019-08-09 18:22:00,The Black Madonna,He Is the Voice I Hear,629446
2019-08-09 18:28:00,DJ Seinfeld,U,368000
2019-08-09 18:34:00,Lane 8,Atlas,350163
2019-08-09 18:38:00,Maribou State,Kingdom (feat. North Downs),250398
2019-08-09 18:42:00,Four Tet,Two Thousand and Seventeen,252255
2019-08-09 18:50:00,Bicep,Opal - Four Tet Remix,494256
2019-08-09 18:55:00,George FitzGerald,Burns,253998
2019-08-09 19:00:00,Crazy P,Heartbreaker,326809
2019-08-09 19:04:00,Maribou State,Beginner's Luck,268027
2019-08-09 19:12:00,KH,Only Human,476220
2019-08-09 19:27:00,Tourist,Apollo,225903
2019-08-09 19:37:00,Tourist,Apollo,166650
2019-08-09 19:41:00,Jamie xx,Obvs,231039
2019-08-09 19:53:00,Kiasmos,Looped,156190
2019-08-10 06:50:00,Kiasmos,Looped,204761
2019-08-10 07:02:00,Fatima Yamaha,What's a Girl to Do,446510
2019-08-10 07:06:00,Jon Hopkins,Emerald Rush - Edit,202226
2019-08-10 07:11:00,Maribou State,Natural Fools,339258
2019-08-10 07:16:00,Elder Island,Bamboo,262650
2019-08-10 07:19:00,George FitzGerald,Roll Back - Single Mix,184989
2019-08-10 07:22:00,Four Tet,Teenage Birdsong,205420
2019-08-10 07:26:00,Jamie xx,SeeSaw,268788
2019-08-10 07:30:00,Maribou State,Midas,218357
2019-08-10 07:36:00,Bicep,Just,372555
2019-08-10 07:45:00,Floorplan,We Magnify His Name,555326
2019-08-10 07:49:00,Bonobo,Kerala,237546
2019-08-10 07:54:00,Mount Kimbie,Marilyn,231473
2019-08-10 09:57:00,Mount Kimbie,Marilyn,15231
2019-08-10 10:08:00,Christian Löffler,Haul (feat. Mohna) - Mixed,72768
2019-08-10 10:14:00,Christian Löffler,Haul (feat. Mohna) - Mixed,152536
2019-08-10 10:21:00,Daniel Avery,Drone Logic,429453
2019-08-10 11:30:00,Caribou,Bees,262049
2019-08-10 11:44:00,Caribou,Bees,50271
2019-08-10 11:45:00,Lana Del Rey,Season Of The Witch,33824
2019-08-10 11:48:00,Labrinth,All For Us - from the HBO Original Series Euphoria,192986
2019-08-10 11:51:00,SG Lewis,Flames (feat. Ruel),216765
2019-08-10 12:06:00,Lana Del Rey,Season Of The Witch,162727
2019-08-10 18:23:00,Lana Del Rey,Season Of The Witch,76080
2019-08-10 18:26:00,Ed Sheeran,Beautiful People (feat. Khalid) - NOTD Remix,28524
2019-08-10 18:26:00,Aaron Tveit,Do You Hear The People Sing?,123160
2019-08-10 18:30:00,Labrinth,All For Us - from the HBO Original Series Euphoria,192986
2019-08-10 18:53:00,Labrinth,All For Us - from the HBO Original Series Euphoria,7452
2019-08-10 18:57:00,Julia Hülsmann Trio,Kiss From A Rose,14367
2019-08-10 18:57:00,Lana Del Rey,Season Of The Witch,76898
2019-08-10 19:15:00,Komorebi,Shallow,112480
2019-08-10 19:27:00,Komorebi,Shallow,231135
2019-08-10 19:32:00,Komorebi,Shallow,343502
2019-08-10 19:34:00,Komorebi,Time,85558
2019-08-10 19:58:00,Komorebi,Time,321256
2019-08-10 20:05:00,Komorebi,Time,406814
2019-08-10 20:10:00,Perfect Stranger,A Mosquito Bit My Leg - Komorebi Remix,327391
2019-08-10 20:15:00,Komorebi,Free,298565
2019-08-10 20:20:00,Komorebi,Free,298565
2019-08-10 20:26:00,Komorebi,Candyland,361177
2019-08-10 20:32:00,Komorebi,Candyland,361177
2019-08-10 20:38:00,Komorebi,Time,406814
2019-08-10 20:44:00,Komorebi,Hurricane,322153
2019-08-10 20:49:00,Komorebi,Hurricane,322153
2019-08-10 20:56:00,Komorebi,Hide,406397
2019-08-10 21:02:00,Komorebi,Hide,406397
2019-08-10 21:08:00,Komorebi,Little One,327410
2019-08-10 21:13:00,Komorebi,Little One,327410
2019-08-10 21:18:00,Komorebi,It's Real,274105
2019-08-10 21:22:00,Komorebi,It's Real,274105
2019-08-10 21:25:00,Midival Punditz,Rootha Yaar - Komorebi Remix,200079
2019-08-11 05:33:00,Komorebi,Shallow,30477
2019-08-11 05:33:00,Komorebi,Shallow,343502
2019-08-11 06:18:00,Komorebi,Time,28279
2019-08-11 06:18:00,Komorebi,Time,406814
2019-08-11 06:24:00,Perfect Stranger,A Mosquito Bit My Leg - Komorebi Remix,327391
2019-08-11 06:29:00,Komorebi,Free,46061
2019-08-11 06:29:00,Komorebi,Free,298565
2019-08-11 11:35:00,Komorebi,Free,252504
2019-08-11 11:38:00,Midival Punditz,Rootha Yaar - Komorebi Remix,200079
2019-08-11 11:40:00,Komorebi,Shallow,24331
2019-08-11 11:41:00,Midival Punditz,Light,104525
2019-08-11 12:40:00,Midival Punditz,Light,1255
2019-08-11 12:47:00,Midival Punditz,Baanwarey (Atropolis Remix),232615
2019-08-11 12:51:00,Midival Punditz,Twilight (feat. Kutle Khan),218880
2019-08-11 12:57:00,Midival Punditz,Echoes,369406
2019-08-11 13:03:00,Midival Punditz,Kesariya - Groovio's This Thing Mix,373960
2019-08-11 13:06:00,Midival Punditz,Symphony Of The Streets - Instrumental,191377
2019-08-11 13:11:00,Midival Punditz,Punjabeen,277573
2019-08-11 13:16:00,Midival Punditz,Light,314630
2019-08-11 13:22:00,Midival Punditz,Laawaaris,369706
2019-08-11 13:25:00,Midival Punditz,The Soundtrack Theme - Instrumental,194380
2019-08-11 13:30:00,MALFNKTION,Rani,271952
2019-08-11 13:38:00,Sacred Earth,Breathing Space,486426
2019-08-11 13:39:00,Prateek Kuhad,Raat Raazi,95671
2019-08-11 13:43:00,The Yellow Diary,Marz,222579
2019-08-11 13:48:00,Kaya Project,Desert Phase,329133
2019-08-11 13:52:00,Secretpath,Dharawi Nights,237209
2019-08-11 14:11:00,Hariprasad Chaurasia,Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),1118754
2019-08-11 14:49:00,Hariprasad Chaurasia,Movement 1,2251778
2019-08-11 14:53:00,Midival Punditz,Train Song,238930
2019-08-11 15:02:00,Hariprasad Chaurasia,Pahadi Folk,552860
2019-08-11 16:29:00,Hariprasad Chaurasia,Raga Khamaj - Thumri in Mishra Taal,856910
2019-08-11 16:31:00,Dire Straits,Sultans of Swing,114145
2019-08-11 16:55:00,Dire Straits,Sultans of Swing,236255
2019-08-11 17:06:00,Dire Straits,Sultans of Swing,350400
2019-08-11 17:09:00,Bob Dylan,Blowin' in the Wind,165426
2019-08-11 17:19:00,Dire Straits,Tunnel of Love (Intro: The Carousel Waltz),488693
2019-08-11 17:25:00,Gerry Rafferty,Baker Street,365626
2019-08-11 17:30:00,Supertramp,School,335286
2019-08-11 17:34:00,Neil Young,"My My, Hey Hey (Out of the Blue) - 2016 Remaster",227705
2019-08-11 17:37:00,Jefferson Airplane,Somebody to Love,174840
2019-08-11 17:39:00,Bruce Springsteen,I'm On Fire,155880
2019-08-11 17:50:00,Dire Straits,Lady Writer,29460
2019-08-12 01:59:00,Dire Straits,Lady Writer,199926
2019-08-12 02:06:00,The Doors,Light My Fire,429760
2019-08-12 02:08:00,Procol Harum,A Whiter Shade of Pale - Original Single Version,107477
2019-08-12 09:32:00,Procol Harum,A Whiter Shade of Pale - Original Single Version,141487
2019-08-12 09:37:00,George Harrison,My Sweet Lord - 2014 Mix,281226
2019-08-12 09:40:00,Neil Young,Heart of Gold - 2009 Remaster,187013
2019-08-12 11:16:00,The Moody Blues,Nights In White Satin - Single Version / Mono Mix,64752
2019-08-13 07:02:00,Sabu,Rest,132204
2019-08-13 07:04:00,Sabu,Rest,131905
2019-08-13 07:05:00,Sabu,Rest,52930
2019-08-13 07:09:00,Sabu,Rest,264096
2019-08-13 07:13:00,chrms,Mind,244375
2019-08-13 07:18:00,Sabu,Rest,264096
2019-08-13 08:18:00,Sabu,Rest,3059
2019-08-13 08:43:00,Hariprasad Chaurasia,The Ice Altar,166161
2019-08-13 09:52:00,Hariprasad Chaurasia,The Ice Altar,395144
2019-08-13 10:22:00,Hariprasad Chaurasia,Raga Brindabani Sarang Alap - Raga Brindabani - Jod gat - Jhaptala - Teentala,1844493
2019-08-13 10:30:00,Hariprasad Chaurasia,Rag Ahir Bhairav,466738
2019-08-13 10:51:00,NERO,Into The Night,6247
2019-08-13 10:54:00,Benny Mardones,Into The Night,212765
2019-08-13 14:17:00,Hermitude,HyperParadise - Flume Remix,296109
2019-08-13 14:20:00,NoMBe,Drama (feat. Big Data),218386
2019-08-13 14:24:00,Empire of the Sun,High And Low,224840
2019-08-13 14:27:00,Robert DeLong,First Person on Earth,162972
2019-08-13 18:52:00,Robert DeLong,First Person on Earth,10475
2019-08-13 19:04:00,Arrested Youth,A Painting in Paris,108044
2019-08-14 03:56:00,Arrested Youth,A Painting in Paris,105917
2019-08-14 04:00:00,Chad Valley,Shell Suite,262213
2019-08-14 04:05:00,THE DRIVER ERA,Feel You Now,258477
2019-08-14 04:08:00,Island Club,Let Go,225837
2019-08-14 04:11:00,elegant slims,Not Human,179716
2019-08-14 05:24:00,elegant slims,Not Human,19671
2019-08-14 05:28:00,Knife Party,Battle Sirens,244197
2019-08-14 05:32:00,Battle Tapes,Last Resort & Spa,254269
2019-08-14 05:35:00,Castlecomer,Move,179266
2019-08-14 05:39:00,Saro,Eyelids,238055
2019-08-14 05:43:00,Otherkin,On & On,242018
2019-08-14 05:46:00,MOD SUN,I Remember Way Too Much,177172
2019-08-14 05:49:00,FUKC,Ride,167750
2019-08-14 05:52:00,8 Graves,Bury Me Low,217010
2019-08-14 05:56:00,Prelow,I Don't Wanna End the Night,234466
2019-08-14 05:59:00,Charming Liars,Time To Start,192858
2019-08-14 06:03:00,Krrum,Evil Twin,220035
2019-08-14 06:06:00,PVRIS,Death of Me,211853
2019-08-14 06:09:00,Diskopunk,Fire,197749
2019-08-14 06:13:00,Cage The Elephant,Night Running,208133
2019-08-14 06:17:00,Disclosure,You & Me - Flume Remix,282812
2019-08-14 06:20:00,"nothing,nowhere.",ruiner,184333
2019-08-14 06:23:00,John Eatherly,Burnout,159784
2019-08-14 07:01:00,John Eatherly,Burnout,9186
2019-08-14 09:49:00,Gesaffelstein,Lost in the Fire (feat. The Weeknd),202093
2019-08-14 09:53:00,The Weeknd,Hurt You,230026
2019-08-14 09:57:00,The Weeknd,I Was Never There,241066
2019-08-14 10:00:00,Gesaffelstein,Blast Off (feat. Pharrell Williams),215973
2019-08-14 10:04:00,Gesaffelstein,Pursuit,247603
2019-08-14 10:08:00,Gesaffelstein,Opr,233965
2019-08-14 10:14:00,Gesaffelstein,Viol,343878
2019-08-14 10:17:00,Gesaffelstein,So Bad (feat. HAIM),216560
2019-08-14 10:22:00,Gesaffelstein,Hate or Glory,288786
2019-08-14 10:26:00,Gesaffelstein,Destinations,216720
2019-08-14 10:29:00,Gesaffelstein,Hyperion,173080
2019-08-14 10:32:00,Gesaffelstein,Reset,205440
2019-08-14 10:34:00,Gesaffelstein,Lost in the Fire (feat. The Weeknd),105188
2019-08-14 12:43:00,Gesaffelstein,Lost in the Fire (feat. The Weeknd),16642
2019-08-14 12:46:00,Arrested Youth,A Painting in Paris,213626
2019-08-14 12:50:00,Vicky Kaushal,F For Fyaar,232282
2019-08-14 12:55:00,Ammy Virk,Daryaa,261918
2019-08-14 12:59:00,Harshdeep Kaur,Grey Walaa Shade,283170
2019-08-14 13:04:00,Vijay Yamla,Dhayaanchand,250035
2019-08-14 13:08:00,Harshdeep Kaur,Chonch Ladhiyaan,295263
2019-08-14 13:13:00,Jyoti Nooran,Hallaa,289500
2019-08-14 13:18:00,Shahid Mallya,Sacchi Mohabbat,255882
2019-08-14 13:21:00,Harshdeep Kaur,Jaisi Teri Marzi,230239
2019-08-14 13:25:00,Devender Pal Singh,Bijlee Giregi,221548
2019-08-14 13:29:00,Meenal Jain,Kundali,227574
2019-08-14 13:32:00,Deveshi Sahgal,Daryaa - Unplugged,209510
2019-08-14 13:33:00,Alamgir Khan,Fyaar Pe Duniya,60506
2019-08-14 13:33:00,Prabh Deep,Sherni,4646
2019-08-14 13:34:00,Romy,Jala Di,17828
2019-08-14 13:46:00,Hariprasad Chaurasia,Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),756408
2019-08-14 13:55:00,Hariprasad Chaurasia,Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),502626
2019-08-14 13:58:00,Dolkar Gurung,Chennai Anthem,227701
2019-08-14 14:03:00,Chatterjee,Flora & Fauna,254117
2019-08-14 14:06:00,Vugh Gardens,Mystiqal,208800
2019-08-14 14:10:00,Simon Shavi,Silver Keys,220000
2019-08-14 14:22:00,Ravi Shankar,Prabhujee,484506
2019-08-14 14:28:00,Hariprasad Chaurasia,Asavari,352000
2019-08-14 14:35:00,Dhafer Youssef,Humankind,437534
2019-08-14 14:47:00,Shankar,Psychic Elephant,712000
2019-08-14 14:51:00,Pathiena,The Deepest Of Sorrow,212750
2019-08-14 14:55:00,Secretpath,Dharawi Nights,237209
2019-08-14 15:09:00,Anoushka Shankar,Say Your Prayers - Matt Robertson Remix,127453
2019-08-14 15:56:00,Anoushka Shankar,Say Your Prayers - Matt Robertson Remix,188484
2019-08-14 16:36:00,Dhafer Youssef,Dance Layan Dance,276679
2019-08-14 16:44:00,Sacred Earth,Breathing Space,486426
2019-08-14 16:47:00,Hariprasad Chaurasia,Bhupali,214666
2019-08-14 16:55:00,Bombay Dub Orchestra,Songs from the Seven Towers,478826
2019-08-14 17:00:00,G.S. Sachdev,Cosmos,296306
2019-08-14 17:04:00,Shakti,Peace Of Mind (with John McLaughlin),202533
2019-08-14 17:07:00,Nusrat Fateh Ali Khan,Sea of Vapours,238000
2019-08-14 17:12:00,Kaya Project,The Flow - Ambient Mix,309295
2019-08-14 17:26:00,Alam Khan,Pilu Ragmala in Rupak,830066
2019-08-14 17:48:00,Hariprasad Chaurasia,Raag Mishra Shivranjani,1309255
2019-08-14 18:01:00,Ravi Shankar,Raga Jait - Gat,487466
2019-08-14 18:09:00,Ry Cooder & V.M. Bhatt,Isa Lei,469000
2019-08-14 18:13:00,Anoushka Shankar,Lasya,278520
2019-08-14 18:18:00,Vintage Key,Goa Groove,262221
2019-08-14 18:23:00,Ali Akbar Khan,Guru Bandana (Prayer),336333
2019-08-14 18:26:00,Ledd Blue,Sapphire Dreams,202666
2019-08-14 18:27:00,Ledd Blue,Sapphire Dreams,10920
2019-08-14 18:27:00,Ustad Ali Akbar Khan / Pandit Nikhil Banerjee,Rag Manj Khammaj,26176
2019-08-14 18:37:00,Ustad Ali Akbar Khan / Pandit Nikhil Banerjee,Rag Manj Khammaj,15560
2019-08-15 02:22:00,Mali,Mango Showers,199480
2019-08-15 04:03:00,Four Tet,Two Thousand and Seventeen,3136
2019-08-15 04:04:00,Seedhe Maut,Dehshat,58016
2019-08-15 04:05:00,SG Lewis,Flames (feat. Ruel) - Lastlings Remix,70152
2019-08-15 12:06:00,SG Lewis,Flames (feat. Ruel) - Lastlings Remix,1036
2019-08-16 10:37:00,SG Lewis,Flames (feat. Ruel) - Lastlings Remix,182471
2019-08-16 12:05:00,The Lumineers,Left For Denver,196653
2019-08-16 12:10:00,The Lumineers,Ain't Nobody's Problem,296360
2019-08-16 12:12:00,Mumford & Sons,Woman,110246
2019-08-16 14:25:00,Mumford & Sons,Woman,323642
2019-08-16 14:25:00,The Paper Kites,Bloom - Bonus Track,30022
2019-08-16 16:05:00,The Paper Kites,Bloom - Bonus Track,208371
2019-08-16 16:07:00,DIVINE,Kaam 25 - Sacred Games,149524
2019-08-16 16:10:00,Fleet Foxes,"If You Need To, Keep Time on Me",210506
2019-08-16 16:17:00,The Lumineers,Visions of China,201085
2019-08-16 16:21:00,Of Monsters and Men,Róróró,261333
2019-08-16 16:28:00,Ben Howard,Nica Libres At Dusk,394320
2019-08-16 16:32:00,Tall Heights,Horse to Water,244960
2019-08-16 16:36:00,The Lumineers,Walls,199118
2019-08-16 16:39:00,The Milk Carton Kids,A Sea of Roses,199840
2019-08-16 16:43:00,The Head and the Heart,People Need A Melody,252301
2019-08-16 16:46:00,Lord Huron,Wait by the River,191306
2019-08-16 16:51:00,Bon Iver,Rosyln,289560
2019-08-16 16:55:00,The Lumineers,Scotland,228481
2019-08-16 18:20:00,Blind Pilot,3 Rounds and a Sound,124929
2019-08-17 07:09:00,Blind Pilot,3 Rounds and a Sound,142250
2019-08-17 07:12:00,Gregory Alan Isakov,Chemicals,199906
2019-08-17 07:17:00,The Head and the Heart,Rivers and Roads,284000
2019-08-17 07:20:00,The Lumineers,Subterranean Homesick Blues (feat. Andrew Bird),182773
2019-08-17 07:22:00,Bon Iver,22 (OVER S∞∞N),168000
2019-08-17 07:26:00,Caamp,Misty,224445
2019-08-17 07:26:00,The Paper Kites,On the Train Ride Home,17273
2019-08-17 07:29:00,The Neighbourhood,Middle of Somewhere,173960
2019-08-17 07:30:00,The Neighbourhood,A Little Death,68276
2019-08-17 07:33:00,King Gizzard & The Lizard Wizard,Planet B,141905
2019-08-17 07:37:00,Kimberley Rodrigues,Aa Jhoom,234545
2019-08-17 07:41:00,Tourist,So,279501
2019-08-17 07:42:00,King Gizzard & The Lizard Wizard,Organ Farmer,11644
2019-08-17 07:42:00,King Gizzard & The Lizard Wizard,Mars For The Rich,39023
2019-08-17 08:19:00,Taylor Swift,Lover,15640
2019-08-17 09:58:00,Zola Blood,Pieces Of The Day,288843
2019-08-17 10:03:00,Zola Blood,Play Out,277670
2019-08-17 10:08:00,Zola Blood,Play Out,277670
2019-08-17 10:11:00,Golden Vessel,Hesitate,207430
2019-08-17 10:14:00,Beacon,Don't Go Looking,185306
2019-08-17 10:18:00,Beacon,Be My Organ,257528
2019-08-17 10:22:00,Beacon,Losing My Mind,189221
2019-08-17 10:27:00,Beacon,Fields,327782
2019-08-17 10:31:00,Beacon,On Ice,227885
2019-08-17 10:35:00,Beacon,Marion,269610
2019-08-17 10:40:00,Beacon,The Road,296874
2019-08-17 10:43:00,Beacon,Bending Light,172046
2019-08-17 10:47:00,Beacon,Over My Head,241258
2019-08-17 10:51:00,Beacon,The War You're After,198995
2019-08-17 10:55:00,Beacon,Little Words (Bonus Track),248967
2019-08-17 10:59:00,Beacon,Backbone,245493
2019-08-17 11:02:00,Henry Green,Shift,219266
2019-08-17 12:06:00,il:lo,Marta,64960
2019-08-17 18:54:00,Lana Del Rey,Looking For America,76360
2019-08-17 18:56:00,The Neighbourhood,Middle of Somewhere,173960
2019-08-17 19:09:00,The Neighbourhood,$TING,145600
2019-08-17 19:26:00,The Neighbourhood,$TING,137109
2019-08-17 19:38:00,Cigarettes After Sex,Sunsetz,134650
2019-08-18 05:24:00,Cigarettes After Sex,Sunsetz,80092
2019-08-18 05:27:00,Clairo,Alewife,47668
2019-08-18 05:27:00,Clairo,Alewife,165348
2019-08-18 05:31:00,girl in red,i'll die anyway.,192612
2019-08-18 05:35:00,The Neighbourhood,Sadderdaze,245826
2019-08-18 05:37:00,COIN,Cemetery,177146
2019-08-18 05:40:00,Wallows,Are You Bored Yet? (feat. Clairo),178000
2019-08-18 05:43:00,BØRNS,"10,000 Emerald Pools",174693
2019-08-18 05:46:00,The Neighbourhood,1 of those Weaks,194333
2019-08-18 05:51:00,Clairo,Bags,260520
2019-08-18 05:55:00,MARINA,To Be Human,246059
2019-08-18 05:59:00,Cigarettes After Sex,Apocalypse,290146
2019-08-18 06:02:00,The Neighbourhood,Ferrari,184173
2019-08-18 06:07:00,The 1975,The 1975,295694
2019-08-18 06:10:00,half•alive,The Fall,186945
